rank,last_rank,trend,name,city,rating,rating_5yr
2301,2191,stable,St Peter,Trenton,4.8,4.8
2337,2583,declining,Adamsdale,Sudbury,4.7,3.5
2301,2223,stable,Pine R iver,Angus,4.8,4.7
2337,n/a,n/a,Rivière-Rideau,Kemptville,4.7,n/a
2301,2242,stable,St Stephen,Toronto,4.8,4.6
2337,n/a,n/a,Sir William Osler,Bradford,4.7,n/a
2301,2299,stable,St Margaret's S c,arborough,4.8,4.5
2337,n/a,n/a,St Anthony,Ottawa,4.7,n/a
2301,2335,stable,de la Découver te Val,Caron,4.8,4.4
2337,n/a,n/a,St Cecilia,Alliston,4.7,n/a
2301,2357,stable,Ar thur Ford,London,4.8,4.3
2385,615,stable,St Alfred St.,Catharines,4.6,7.2
2301,2357,stable,Sacred Hear t Sioux,Lookout,4.8,4.3
2385,1380,improving,Georges P Vanier,Chatham,4.6,6.2
2301,2399,stable,G ore Hill,Leamington,4.8,4.2
2385,1421,stable,Notre Dame,Cobourg,4.6,6.1
2301,2421,stable,Pope John Paul II,Lindsay,4.8,4.1
2385,1439,stable,Lester B Pearson,Brampton,4.6,6.1
2301,2461,stable,Warden Avenue S c,arborough,4.8,4.0
2385,1482,improving,St Daniel,Ottawa,4.6,6.0
2301,2501,stable,Lisgar,Hamilton,4.8,3.9
2385,1515,stable,Precious B lood,Exeter,4.6,6.0
2385,1586,stable,Father Clair Tipping B,rampton,4.6,5.9
2436,2054,improving,Mount Albion Stoney,Creek,4.5,5.0
2385,1586,stable,Manor Park O,ttawa,4.6,5.9
2436,2075,stable,B rooke Central,Alvinston,4.5,5.0
2385,1635,stable,Nobleton,Nobleton,4.6,5.8
2436,2109,stable,Ealing,London,4.5,4.9
2385,1676,stable,Henr y Larsen G,loucester,4.6,5.7
2436,2159,stable,Uptergrove R,amara,4.5,4.8
2385,1686,improving,Holy Spirit,Cambridge,4.6,5.7
2436,2176,stable,St B ernard,Toronto,4.5,4.8
2385,1731,stable,St Isaac Jogues,Brampton,4.6,5.6
2436,2249,stable,St Peter G,uelph,4.5,4.6
2385,1783,stable,Aylesbur y B,rampton,4.6,5.5
2436,2252,stable,Dr George Hall Little,Britain,4.5,4.6
2385,1783,stable,Central B,owmanville,4.6,5.5
2436,2272,stable,Chedoke,Hamilton,4.5,4.6
2385,1783,stable,S prucecour t,Toronto,4.6,5.5
2436,2285,stable,St Charles,Toronto,4.5,4.6
2385,1803,improving,Margaret Twomey,Marathon,4.6,5.5
2436,2300,stable,Nor th Woods,Ethel,4.5,4.5
2385,1831,stable,S ir William Stephenson,Whitby,4.6,5.5
2436,2311,stable,Parr y Sound Parr y,Sound,4.5,4.5
2385,1843,stable,Tait Street,Cambridge,4.6,5.4
2436,2335,stable,J J O'Neill,Napanee,4.5,4.4
2385,1867,stable,Holy Cross Sault Ste.,Marie,4.6,5.4
2436,2353,declining,D M Sutherland,Woodstock,4.5,4.4
2385,1867,stable,New S arum St.,Thomas,4.6,5.4
2436,2426,stable,Hagersville,Hagersville,4.5,4.1
2385,1941,improving,Dr Rober t Thornton,Whitby,4.6,5.3
2436,2540,stable,Highview,Hamilton,4.5,3.7
2385,1941,stable,Jean Vanier B,rantford,4.6,5.3
2436,2561,stable,Holy Rosar y B,elleville,4.5,3.6
2385,1941,stable,Monsignor Morrison St.,Thomas,4.6,5.3
2436,2596,stable,D eseronto D,eseronto,4.5,3.4
2385,1977,stable,Vincent Massey B,owmanville,4.6,5.2
2436,2596,stable,Evelyn Harrison,London,4.5,3.4
2385,2010,stable,Templemead,Hamilton,4.6,5.2
2436,n/a,n/a,Beaver River,Beaverton,4.5,n/a
2385,2054,stable,Holy S pirit,Toronto,4.6,5.0
2436,n/a,n/a,Chelmsford Valley,Chelmsford,4.5,n/a
2385,2087,stable,Iroquois,Iroquois,4.6,5.0
2436,n/a,n/a,Highland,Cambridge,4.5,n/a
2385,2098,stable,G reely G,reely,4.6,4.9
2436,n/a,n/a,Robert Little,Acton,4.5,n/a
2385,2172,improving,Holy Family,Ottawa,4.6,4.8
2436,n/a,n/a,St Mar y's Blind,River,4.5,n/a
2385,2196,stable,G reenbrier B,rantford,4.6,4.7
2436,n/a,n/a,W.J. Holsgrove,Westbrook,4.5,n/a
2385,2221,stable,Plowman's Park M,ississauga,4.6,4.7
2474,1167,improving,Ste-Marguerite-d'Youville,Tecumseh,4.4,6.4
2385,2242,stable,R J Lang Nor th,York,4.6,4.6
2474,1293,stable,St Elizabeth,Wallaceburg,4.4,6.3
2385,2242,stable,St Matthew,Toronto,4.6,4.6
2474,1452,improving,Princess Elizabeth,Orangeville,4.4,6.1
2385,2242,stable,S utton S utton,West,4.6,4.6
2474,1557,improving,Norman G. Powers,Oshawa,4.4,5.9
2385,2293,stable,Isabel Fletcher Sault Ste.,Marie,4.6,4.5
2474,1586,stable,Holy Family,Woodstock,4.4,5.9
2385,2311,stable,Couchiching Heights O,rillia,4.6,4.5
2474,1662,stable,Allandale Heights B,arrie,4.4,5.8
2385,2311,stable,Wilfrid J ur y,London,4.6,4.5
2474,1853,improving,Danfor th Gardens,Scarborough,4.4,5.4
2385,2320,stable,Prior y Park G,uelph,4.6,4.4
2474,1900,stable,McKenzie -S mith B ennett Ac,ton,4.4,5.3
2385,2335,stable,Lynngate S c,arborough,4.6,4.4
2474,1941,improving,Elginburg,Elginburg,4.4,5.3
2385,2362,stable,Vanier B,rockville,4.6,4.3
2474,1977,improving,Huronia Centennial,Elmvale,4.4,5.2
2385,2374,stable,Dr H D Taylor,Windsor,4.6,4.3
2474,1977,stable,St Francis Xavier,Toronto,4.4,5.2
2385,2399,stable,Amherstburg,Amherstburg,4.6,4.2
2474,2044,stable,G ood Shepherd G,loucester,4.4,5.1
2385,2421,stable,B obby O rr,Oshawa,4.6,4.1
2474,2066,stable,G len R avine S c,arborough,4.4,5.0
2385,2472,stable,Osprey Central Max,well,4.6,4.0
2474,2159,stable,St Nicholas St.,Catharines,4.4,4.8
2385,2489,stable,Centennial,Kingston,4.6,3.9
2474,2176,stable,St Elizabeth B,owmanville,4.4,4.8
2385,2534,stable,King G eorge B,rantford,4.6,3.7
2474,2209,stable,Coronation,Cambridge,4.4,4.7
2385,2543,declining,Highland Heights,Peterborough,4.6,3.7
2474,2213,stable,St Daniel,Kitchener,4.4,4.7
2385,2557,stable,Peninsula Shores Wiar,ton,4.6,3.6
2474,2213,stable,St Mar y Mount,Forest,4.4,4.7
2385,2607,stable,Elgin Avenue S,imcoe,4.6,3.3
2474,2228,improving,Don-Bosco,Timmins,4.4,4.7
2385,n/a,n/a,Killaloe PS,Killaloe,4.6,n/a
2474,2272,stable,St Thomas Aquinas,Oshawa,4.4,4.6
2385,n/a,n/a,Passeport Jeunesse,Hearst,4.6,n/a
2474,2277,stable,Cor vette S c,arborough,4.4,4.6
2436,994,stable,D evins D rive,Aurora,4.5,6.6
2474,2327,stable,Countr y Hills,Kitchener,4.4,4.4
2436,1407,stable,Floradale M,ississauga,4.5,6.1
2474,2327,stable,King G eorge VI,Chatham,4.4,4.4
2436,1482,stable,St Joachim,Toronto,4.5,6.0
2474,2343,stable,Fairbank,York,4.4,4.4
2436,1586,stable,Enniskillen,Hampton,4.5,5.9
2474,2344,stable,Mundy's B ay M,idland,4.4,4.4
2436,1706,improving,Adelaide - W G MacDonald,Strathroy,4.5,5.7
2474,2369,stable,B rant Hills B,urlington,4.4,4.3
2436,1731,improving,Orchard Park,Orillia,4.5,5.6
2474,2379,stable,Nationview S outh,Mountain,4.4,4.3
2436,1743,stable,Holy Family B,owmanville,4.5,5.6
2474,2389,stable,Montclair,Oakville,4.4,4.3
2436,1763,stable,Our Lady of Fatima Nor th,Bay,4.5,5.6
2474,2389,stable,Rockland,Rockland,4.4,4.3
2436,1800,improving,Moffat Creek,Cambridge,4.5,5.5
2474,2392,stable,S outhridge,Kitchener,4.4,4.2
2436,1910,stable,G lengrove,Pickering,4.5,5.3
2474,2479,stable,John Wise St.,Thomas,4.4,3.9
2436,1995,stable,G eneral Crerar S c,arborough,4.5,5.2
2474,n/a,n/a,Emily Carr,Scarborough,4.4,n/a
2436,2027,improving,St Pius X,London,4.5,5.1
2474,n/a,n/a,Maynooth,Maynooth,4.4,n/a
2436,2038,stable,John McCrae S c,arborough,4.5,5.1
2474,n/a,n/a,Prince Edward,Picton,4.4,n/a
2436,2044,stable,Monsignor Michael O'Lear y,Bracebridge,4.5,5.1
2474,n/a,n/a,St Augustine,Welland,4.4,n/a
2509,344,stable,St Luke,Oakville,4.3,7.7
2556,2228,stable,Pauline Johnson S c,arborough,4.2,4.7
2509,1536,stable,St R aymond M,ississauga,4.3,6.0
2556,2252,stable,Nor wood Nor,wood,4.2,4.6
2509,1662,improving,Brownridge,Thornhill,4.3,5.8
2556,2277,stable,St John,Peterborough,4.2,4.6
2509,1705,improving,Glamorgan,Scarborough,4.3,5.7
2556,2344,stable,East Lambton,Watford,4.2,4.4
2509,1731,stable,Ferris G len,Corbeil,4.3,5.6
2556,2389,stable,Lions O val O,rillia,4.2,4.3
2509,1763,stable,James MacD onald,Hamilton,4.3,5.6
2556,2399,stable,Alexandra O wen S,ound,4.2,4.2
2509,1783,stable,St James,Lively,4.3,5.5
2556,2417,stable,B ridgewood,Cornwall,4.2,4.2
2509,1831,improving,St Agatha,Toronto,4.3,5.5
2556,2438,stable,St Anthony B,rampton,4.2,4.1
2509,1881,stable,Shakespeare,Stratford,4.3,5.4
2556,2472,stable,Pineview,Athens,4.2,4.0
2509,1910,stable,Erin,Erin,4.3,5.3
2556,2479,stable,Centennial O,ttawa,4.2,3.9
2509,1925,stable,G eorges P Vanier,Windsor,4.3,5.3
2556,2521,declining,Our Lady of Grace,Angus,4.2,3.8
2509,1925,stable,St Monic as B,arrie,4.3,5.3
2556,2526,stable,Morning G lor y,Pefferlaw,4.2,3.8
2509,2008,stable,St M ichael's,Woodstock,4.3,5.2
2556,2556,stable,St Noel Chabanel Wasaga,Beach,4.2,3.6
2509,2054,improving,St Gregor y,Picton,4.3,5.0
2556,2638,declining,Black River Sutton,West,4.2,3.0
2509,2109,stable,Immac ulate Conception,Windsor,4.3,4.9
2556,n/a,n/a,Chief Dan George,Scarborough,4.2,n/a
2509,2124,improving,Frère-André,Barrie,4.3,4.9
2556,n/a,n/a,Magnetawan Central PS,Magnetawan,4.2,n/a
2509,2124,stable,Stewar t Avenue,Cambridge,4.3,4.9
2556,n/a,n/a,Notre Dame Owen,Sound,4.2,n/a
2509,2124,stable,Tosorontio Central,Everett,4.3,4.9
2556,n/a,n/a,Sophiasburgh Central,Picton,4.2,n/a
2509,2152,stable,D overcour t,Toronto,4.3,4.8
2556,n/a,n/a,Sweet's Corners E S,Lyndhurst,4.2,n/a
2509,2152,stable,Holy Trinit y S udbur,y,4.3,4.8
2556,n/a,n/a,Viola Desmond-Hamilton,Hamilton,4.2,n/a
2509,2167,stable,St B ernadette's S utton,West,4.3,4.8
2588,1536,stable,B rimwood B oulevard S c,arborough,4.1,6.0
2509,2185,improving,Wexford,Scarborough,4.3,4.8
2588,1722,improving,Fairlawn,Brampton,4.1,5.7
2509,2213,stable,Pioneer Park,Kitchener,4.3,4.7
2588,1803,stable,S T Worden Cour,tice,4.1,5.5
2509,2213,stable,Walpole Nor th,Hagersville,4.3,4.7
2588,1983,improving,Cundles Heights,Barrie,4.1,5.2
2509,2272,stable,W Earle Miller,Timmins,4.3,4.6
2588,1983,improving,Jacques-Cartier,Kapuskasing,4.1,5.2
2509,2356,stable,Elgin Cour t St.,Thomas,4.3,4.4
2588,2054,stable,Pope John Paul II,Kenora,4.1,5.0
2509,2399,stable,Waverley B,owmanville,4.3,4.2
2588,2054,improving,Queen Elizabeth,Renfrew,4.1,5.0
2509,2428,stable,St Patrick,Peterborough,4.3,4.1
2588,2098,improving,St Huber t Nor th,Bay,4.1,4.9
2509,2438,stable,Walker ton D istric t Walker,ton,4.3,4.1
2588,2119,improving,Tapleytown Stoney,Creek,4.1,4.9
2509,2445,stable,Tweedsmuir,London,4.3,4.1
2588,2188,stable,Clairlea S c,arborough,4.1,4.8
2509,2454,declining,St Michael,London,4.3,4.0
2588,2205,stable,St Leonard B,rampton,4.1,4.7
2509,2456,stable,Franklin,Hamilton,4.3,4.0
2588,2228,stable,Lakefield D istric t,Lakefield,4.1,4.7
2509,2478,stable,S acred Hear t,Espanola,4.3,4.0
2588,2262,stable,Rothwell- Osnabruck,Ingleside,4.1,4.6
2509,2498,stable,Mapleridge,Powassan,4.3,3.9
2588,2303,stable,H A Halber t,Scarborough,4.1,4.5
2509,2540,stable,Princess Anne S udbur,y,4.3,3.7
2588,2335,stable,St Andrew,Toronto,4.1,4.4
2509,2557,stable,S aints-Anges Nor th B,ay,4.3,3.6
2588,2385,stable,J F Carmichael,Kitchener,4.1,4.3
2509,2566,stable,D eer Park,Keswick,4.3,3.6
2588,2396,stable,Colonel Cameron,Corunna,4.1,4.2
2509,2588,stable,O dessa O,dessa,4.3,3.4
2588,2406,stable,Fair wood,Keswick,4.1,4.2
2509,2649,stable,Memorial (Cit y),Hamilton,4.3,3.0
2588,2411,stable,Prince of Wales,Peterborough,4.1,4.2
2509,2663,stable,Nor thern Heights Sault Ste.,Marie,4.3,2.8
2588,2411,stable,Ryerson,Toronto,4.1,4.2
2509,2679,declining,Sir John A Macdonald,London,4.3,2.6
2588,2421,stable,Marlborough,Windsor,4.1,4.1
2509,n/a,n/a,Birds Creek,Bancroft,4.3,n/a
2588,2428,stable,A B Ellis,Espanola,4.1,4.1
2509,n/a,n/a,George Syme,York,4.3,n/a
2588,2428,stable,G C Huston,Southampton,4.1,4.1
2509,n/a,n/a,Mapleview,Dunnville,4.3,n/a
2588,2522,stable,West Hill S c,arborough,4.1,3.8
2509,n/a,n/a,Nor th Hope Central,Campbellcroft,4.3,n/a
2588,2559,declining,Le Trillium,Vanier,4.1,3.6
2509,n/a,n/a,South Edwardsburg,Johnstown,4.3,n/a
2588,2568,stable,Lord Nelson,London,4.1,3.6
2509,n/a,n/a,St Gregor y Sep S,Powassan,4.3,n/a
2588,2572,stable,St Patrick's,Hamilton,4.1,3.6
2556,1380,improving,Rivière Castor,Embrun,4.2,6.2
2588,2588,declining,Nor th Hastings,Bancroft,4.1,3.4
2556,1650,improving,John G Diefenbaker,Scarborough,4.2,5.8
2588,2596,stable,Prince Charles B,elleville,4.1,3.4
2556,1831,improving,Arran Tara,Tara,4.2,5.5
2588,2599,stable,S ainte -Marguerite -B ourgeoys B,rantford,4.1,3.4
2556,1894,stable,Algonquin,Woodstock,4.2,5.3
2588,2642,stable,Hanna Memorial S,arnia,4.1,3.0
2556,1910,stable,St Thomas Aquinas,Keswick,4.2,5.3
2588,n/a,n/a,Larchwood PS,Dowling,4.1,n/a
2556,1941,improving,Clemens Mill,Cambridge,4.2,5.3
2588,n/a,n/a,Newburgh,Newburgh,4.1,n/a
2556,1983,stable,Worsley Wasaga B,each,4.2,5.2
2588,n/a,n/a,Sacré-Coeur,Chapleau,4.1,n/a
2556,2012,improving,Lake Simcoe,Innisfil,4.2,5.1
2588,n/a,n/a,St Mar y For t,Frances,4.1,n/a
2556,2066,stable,Clara Hughes,Oshawa,4.2,5.0
2588,n/a,n/a,École Franco-Niagara,Welland,4.1,n/a
2556,2070,stable,St Joseph South,Porcupine,4.2,5.0
2624,1699,stable,St Patrick,Harrowsmith,4.0,5.7
2556,2092,stable,Lake S imcoe,Keswick,4.2,5.0
2624,1800,improving,Holy Family,Wallaceburg,4.0,5.5
2556,2124,stable,Guy B Brown,Waterdown,4.2,4.9
2624,1841,stable,S aint-D ominique S udbur,y,4.0,5.5
2624,1894,stable,Per th Road Per th,Road,4.0,5.3
2657,2583,stable,Prince of Peace,Ottawa,3.9,3.5
2624,1925,stable,Hillcrest,Campbellford,4.0,5.3
2657,2599,stable,Roseneath Centennial,Roseneath,3.9,3.4
2624,1951,improving,St Mar y's Chester,ville,4.0,5.2
2657,2614,stable,John P Robar ts,London,3.9,3.3
2624,1965,improving,College Hill,Oshawa,4.0,5.2
2657,2632,stable,Prince of Wales,Hamilton,3.9,3.1
2624,2017,stable,Coldwater,Coldwater,4.0,5.1
2690,1421,improving,Blessed Pier Giorgio Frassati,Scarborough,3.8,6.1
2624,2052,improving,Thamesford,Thamesford,4.0,5.1
2690,1662,stable,Holy Child,Toronto,3.8,5.8
2624,2098,stable,Prince of Peace,Keswick,4.0,4.9
2690,1900,improving,Front of Yonge Mallor,ytown,3.8,5.3
2624,2124,improving,William Tredway,Scarborough,4.0,4.9
2690,1910,stable,D unning-Fouber t O,rleans,3.8,5.3
2624,2159,stable,Our Lady of Fatima,Brampton,4.0,4.8
2690,2044,stable,St Marguerite d'Youville,Barrie,3.8,5.1
2624,2293,stable,Q ueen Vic toria,Windsor,4.0,4.5
2690,2085,stable,S ainte -Félicité Clarence,Creek,3.8,5.0
2624,2293,stable,St Mar y,Trenton,4.0,4.5
2690,2176,stable,Tam O'Shanter S c,arborough,3.8,4.8
2624,2306,stable,Q ueen Mar y,Peterborough,4.0,4.5
2690,2234,stable,Héritage Nor th B,ay,3.8,4.6
2624,2307,stable,Zorra Highland Park,Embro,4.0,4.5
2690,2285,stable,St Anne,Cambridge,3.8,4.6
2624,2310,improving,Bayridge,Kingston,4.0,4.5
2690,2303,stable,Keith Wightman,Peterborough,3.8,4.5
2624,2325,stable,S outh R idge,Tillsonburg,4.0,4.4
2690,2377,improving,St Luke,Ottawa,3.8,4.3
2624,2348,stable,Hillcrest B,arrie,4.0,4.4
2690,2379,stable,St Anne,Hanmer,3.8,4.3
2624,2348,stable,Holy Name of Jesus,Hamilton,4.0,4.4
2690,2396,stable,G rey O wl S c,arborough,3.8,4.2
2624,2428,stable,Greenwood Sault Ste.,Marie,4.0,4.1
2690,2442,stable,Monsignor Philip Coffey,Oshawa,3.8,4.1
2624,2434,stable,Helen D et wiler,Hamilton,4.0,4.1
2690,2471,improving,Trillium,Kitchener,3.8,4.0
2624,2434,stable,Steele Street B,arrie,4.0,4.1
2690,2483,stable,Highland Heights S c,arborough,3.8,3.9
2624,2442,stable,Tec umseh,Chatham,4.0,4.1
2690,2486,stable,White Oaks,London,3.8,3.9
2624,2455,stable,Emily Stowe Nor,wich,4.0,4.0
2690,2504,stable,S aint-Thomas-D'Aquin A stor,ville,3.8,3.9
2624,2504,stable,St Jude Thunder,Bay,4.0,3.9
2690,2547,stable,Ste -Marguerite - d' Youville,Verner,3.8,3.7
2624,2547,stable,Chalmers Street,Cambridge,4.0,3.7
2690,2554,stable,Blind River Blind,River,3.8,3.6
2624,2631,stable,Parkhill-West Williams,Parkhill,4.0,3.1
2690,2568,stable,Holy Family,Toronto,3.8,3.6
2624,2636,stable,Q ueen Elizabeth,Kitchener,4.0,3.1
2690,2611,stable,Hyland Heights,Shelburne,3.8,3.3
2624,n/a,n/a,Epiphany of our Lord,Toronto,4.0,n/a
2690,2621,stable,Village Union,Oshawa,3.8,3.2
2624,n/a,n/a,St Edward S,Nipigon,4.0,n/a
2690,2643,stable,B uchanan Park,Hamilton,3.8,3.0
2624,n/a,n/a,St Mary,Massey,4.0,n/a
2690,2645,stable,Sir George Etienne Car tier,London,3.8,3.0
2624,n/a,n/a,St-Jude,Porcupine,4.0,n/a
2690,2656,stable,Notre -Dame,Hamilton,3.8,2.9
2657,1167,stable,Forest Avenue M,ississauga,3.9,6.4
2690,n/a,n/a,Notre-Dame-de-la-Merci,Coniston,3.8,n/a
2657,1635,improving,Holy Family,Oakville,3.9,5.8
2690,n/a,n/a,Romeo,Stratford,3.8,n/a
2657,1676,stable,John A Leslie,Scarborough,3.9,5.7
2718,1774,stable,St Christopher,Oshawa,3.7,5.6
2657,1882,improving,Our Lady of Victor y,Ottawa,3.9,5.3
2718,1983,stable,Bishop Francis Allen,Brampton,3.7,5.2
2657,1941,stable,Anne Hathaway,Stratford,3.9,5.3
2718,2147,stable,Q ueen Elizabeth B,elleville,3.7,4.8
2657,1973,stable,Mother Teresa St.,Catharines,3.9,5.2
2718,2167,stable,Howick Central G,orrie,3.7,4.8
2657,1995,improving,Lakewoods,Oshawa,3.9,5.2
2718,2191,stable,St. Anthony's Por t,Hope,3.7,4.8
2657,2087,stable,M ildmay- Carrick Central M,ildmay,3.9,5.0
2718,2204,stable,Churchill S udbur,y,3.7,4.7
2657,2098,stable,Monsignor Haller,Kitchener,3.9,4.9
2718,2277,stable,S aint-Mathieu,Hammond,3.7,4.6
2657,2109,stable,Walter Scott Richmond,Hill,3.9,4.9
2718,2293,improving,Brier Park,Brantford,3.7,4.5
2657,2138,stable,Russell Reid B,rantford,3.9,4.9
2718,2307,improving,Notre-Dame-du-Sault Sault Ste.,Marie,3.7,4.5
2657,2262,stable,Holy Cross Nor th,Bay,3.9,4.6
2718,2335,improving,Chimo Smiths,Falls,3.7,4.4
2657,2262,improving,Saint-Michel,Leamington,3.9,4.6
2718,2414,improving,Edward Street St.,Thomas,3.7,4.2
2657,2318,stable,Cobblestone,Paris,3.9,4.5
2718,2461,stable,B anbur y Heights B,rantford,3.7,4.0
2657,2362,improving,Gateway Nor th,York,3.9,4.3
2718,2479,stable,Oakley Park B,arrie,3.7,3.9
2657,2377,stable,St Vincent de Paul,Strathroy,3.9,4.3
2718,2489,stable,Centennial,Cambridge,3.7,3.9
2657,2434,stable,Good Shepherd Por t Perr,y,3.9,4.1
2718,2495,stable,S aint Mar y's,Huntsville,3.7,3.9
2657,2460,stable,Holy Family,London,3.9,4.0
2718,2495,stable,Woodman- Cainsville B,rantford,3.7,3.9
2657,2461,stable,St Thomas More,London,3.9,4.0
2718,2549,stable,W H Ballard,Hamilton,3.7,3.7
2657,2469,stable,St Alphonsus,Peterborough,3.9,4.0
2718,2604,stable,Por t Bur well Por t Bur,well,3.7,3.3
2657,2472,stable,St Charles Garnier,Toronto,3.9,4.0
2718,2654,stable,Jeunesse -Ac tive Sturgeon,Falls,3.7,2.9
2657,2483,stable,S awmill Creek G,loucester,3.9,3.9
2718,2707,stable,Cecil B Stirling,Hamilton,3.7,2.1
2657,2498,stable,St B ernadette,Kitchener,3.9,3.9
2718,n/a,n/a,Enterprise,Enterprise,3.7,n/a
2657,2524,stable,Regent Park O,rillia,3.9,3.8
2718,n/a,n/a,Seneca Central,Haldimand,3.7,n/a
2657,2531,stable,Q ueen Mar y,Hamilton,3.9,3.8
2718,n/a,n/a,St-Joseph Sturgeon,Falls,3.7,n/a
2657,2537,stable,S ir Wilfrid Laurier,Hamilton,3.9,3.7
2718,n/a,n/a,É P Jeanne-Sauvé Sudbur,y,3.7,n/a
2657,2544,stable,Laurie Hawkins,Ingersoll,3.9,3.7
2718,n/a,n/a,É Sép Saint-Antoine,Noëlville,3.7,n/a
2657,2551,stable,M S Hetherington,Windsor,3.9,3.7
2743,1962,stable,Roseville,Windsor,3.6,5.2
2657,2566,stable,Thessalon,Thessalon,3.9,3.6
2743,2001,stable,Queen Elizabeth II,Petrolia,3.6,5.2
2743,2032,stable,Harmony Heights,Oshawa,3.6,5.1
2781,2670,stable,Woodland Heights,London,3.4,2.7
2743,2124,improving,Maple Leaf Nor th,York,3.6,4.9
2805,1609,stable,St Maurice,Toronto,3.3,5.8
2743,2159,improving,St. Mar y's,Hagersville,3.6,4.8
2805,2205,improving,George B Little,Scarborough,3.3,4.7
2743,2325,stable,Archie Stouffer M,inden,3.6,4.4
2805,2228,improving,Rose Avenue,Toronto,3.3,4.7
2743,2396,improving,Glen Cedar,Newmarket,3.6,4.2
2805,2242,stable,Tec umseth B eeton B,eeton,3.3,4.6
2743,2399,improving,Dr C F Cannon,Oshawa,3.6,4.2
2805,2262,stable,St John,Kitchener,3.3,4.6
2743,2409,stable,King Edward,Windsor,3.6,4.2
2805,2300,improving,Meadowlands,Nepean,3.3,4.5
2743,2448,stable,Lake Avenue Stoney,Creek,3.6,4.0
2805,2318,improving,St Paul the Apostle,Coniston,3.3,4.5
2743,2457,improving,Gordon Price,Hamilton,3.6,4.0
2805,2335,stable,R ama Central,Washago,3.3,4.4
2743,2504,stable,St Antoine Daniel Victoria,Harbour,3.6,3.9
2805,2348,stable,Lincoln Heights,Waterloo,3.3,4.4
2743,2515,stable,The Elms,Etobicoke,3.6,3.8
2805,2353,stable,A A Wright,Wallaceburg,3.3,4.4
2743,2534,stable,St. Joseph,Cobourg,3.6,3.7
2805,2428,stable,Prince Edward,Windsor,3.3,4.1
2743,2553,stable,D ougall Avenue,Windsor,3.6,3.6
2805,2446,stable,Hillside M,ississauga,3.3,4.1
2743,2576,stable,A ssomption,Earlton,3.6,3.5
2805,2447,stable,Essex,Toronto,3.3,4.1
2743,2638,stable,Rockway,Kitchener,3.6,3.0
2805,2534,stable,Lord D ufferin,Toronto,3.3,3.7
2743,2674,stable,Agnes Hodge B,rantford,3.6,2.6
2805,2555,stable,Avenue Road,Cambridge,3.3,3.6
2743,n/a,n/a,Holy Name,Pembroke,3.6,n/a
2805,2576,stable,Woodland Nor th B,ay,3.3,3.5
2762,2054,improving,Eganville,Eganville,3.5,5.0
2805,2592,stable,Victoria Harbour Victoria,Harbour,3.3,3.4
2762,2070,stable,B uchanan S c,arborough,3.5,5.0
2805,2593,stable,St John Ar,thur,3.3,3.4
2762,2138,stable,S pring Valley B,righton,3.5,4.9
2805,2638,stable,B ennetto,Hamilton,3.3,3.0
2762,2147,stable,Arklan Community Carleton,Place,3.5,4.8
2805,2663,stable,R idgewood,Coboconk,3.3,2.8
2762,2196,improving,Por tage View,Barrie,3.5,4.7
2805,n/a,n/a,Georgian Bay,Meaford,3.3,n/a
2762,2196,improving,Rick Hansen,London,3.5,4.7
2805,n/a,n/a,L'Odyssée,Guelph,3.3,n/a
2762,2303,stable,Lakeside,Keswick,3.5,4.5
2805,n/a,n/a,Quinte Mohawk S,Deseronto,3.3,n/a
2762,2311,stable,St Francis,London,3.5,4.5
2805,n/a,n/a,Sherbrooke Thunder,Bay,3.3,n/a
2762,2374,stable,Harold Longwor th B,owmanville,3.5,4.3
2830,1482,stable,Rouge Valley S c,arborough,3.2,6.0
2762,2417,stable,William G Davis,Windsor,3.5,4.2
2830,2019,stable,Kente,Ameliasburgh,3.2,5.1
2762,2561,stable,B lessed S acrament,London,3.5,3.6
2830,2185,stable,Bolton C Falby,Ajax,3.2,4.8
2762,2581,stable,Blessed Trinity Nor th,York,3.5,3.5
2830,2262,stable,G lenbrook,Shelburne,3.2,4.6
2762,2588,stable,Charles E Webster,York,3.5,3.4
2830,2320,stable,Hillcrest O wen S,ound,3.2,4.4
2762,2611,stable,Ben R McMullin Sault Ste.,Marie,3.5,3.3
2830,2385,improving,Sunset Park Nor th,Bay,3.2,4.3
2762,2624,stable,London Road S,arnia,3.5,3.1
2830,2392,stable,Paul VI Hawkesbur,y,3.2,4.2
2762,2645,stable,Moosonee,Moosonee,3.5,3.0
2830,2512,stable,St. Basil Sault Ste.,Marie,3.2,3.8
2762,n/a,n/a,Esten Park Elliot,Lake,3.5,n/a
2830,2515,stable,St Francis de Sales,Toronto,3.2,3.8
2781,1910,stable,Norman Cook S c,arborough,3.4,5.3
2830,2700,declining,St-Dominique-Savio Owen,Sound,3.2,2.3
2781,2019,stable,St Theresa,Callander,3.4,5.1
2830,2701,stable,S ir Winston Churchill B,rampton,3.2,2.3
2781,2191,stable,Our Lady of Mount Carmel,Ottawa,3.4,4.8
2830,2705,stable,Cochrane,Cochrane,3.2,2.1
2781,2234,improving,Centennial Hylands,Shelburne,3.4,4.6
2830,n/a,n/a,Our Lady of Charity Thunder,Bay,3.2,n/a
2781,2234,improving,Saint-Thomas-d'Aquin,Sarnia,3.4,4.6
2830,n/a,n/a,Thamesville Area Central,Thamesville,3.2,n/a
2781,2242,improving,St Ursula,Chatham,3.4,4.6
