rank,last_rank,trend,name,city,rating,rating_5yr
927,1212,declining,St Teresa of Avila,Mississauga,6.9,6.4
873,1499,stable,Michaëlle Jean,Hamilton,7.0,6.0
927,1251,stable,Blantyre,Scarborough,6.9,6.3
927,1296,declining,Bruce Trail,Milton,6.9,6.3
993,1191,stable,St Christopher,Windsor,6.8,6.4
927,1354,stable,St Timothy,Toronto,6.9,6.2
993,1251,stable,Sharon,Sharon,6.8,6.3
927,1464,stable,St Mar tha,Kingston,6.9,6.1
993,1280,stable,Silver Creek,Georgetown,6.8,6.3
927,1536,stable,Saint-Denis,Sudbury,6.9,6.0
993,1311,stable,Blessed Sacrament,Kitchener,6.8,6.3
927,1597,declining,Salem,Elora,6.9,5.9
993,1329,declining,Bedford,Stratford,6.8,6.3
927,1622,stable,St Francis of Assisi,Georgetown,6.9,5.8
993,1354,stable,St Raphael,Toronto,6.8,6.2
927,1624,stable,West Lynde,Whitby,6.9,5.8
993,1481,stable,Metropolitan Andrei,Mississauga,6.8,6.1
927,1635,declining,J W Walker For t,Frances,6.9,5.8
993,1499,declining,Saint-Jean/Pavillon La Croisée,Embrun,6.8,6.0
927,1743,stable,Barrhaven,Nepean,6.9,5.6
993,1572,stable,Beavercrest,Markdale,6.8,5.9
927,1780,stable,St Ambrose,Stratford,6.9,5.6
993,1572,stable,Parkway,Cambridge,6.8,5.9
927,1910,stable,St Joseph's Por t,Elgin,6.9,5.3
993,1585,stable,Admiral Collingwood,Collingwood,6.8,5.9
927,2498,stable,Assumption,Vanier,6.9,3.9
993,1609,stable,General Vanier For t,Erie,6.8,5.8
927,n/a,n/a,Holy Name of Mar y Mar,ysville,6.9,n/a
993,1624,stable,Hickson Central,Hickson,6.8,5.8
927,n/a,n/a,Plympton-Wyoming,Wyoming,6.9,n/a
993,1699,stable,St Andrew,Welland,6.8,5.7
927,n/a,n/a,Sacred Heart,Mildmay,6.9,n/a
993,1706,declining,St Anthony,London,6.8,5.7
927,n/a,n/a,St James,Eganville,6.9,n/a
993,1740,stable,Credit Meadows,Orangeville,6.8,5.6
927,n/a,n/a,St Joseph,Stratford,6.9,n/a
993,1774,stable,Arthur,Arthur,6.8,5.6
927,n/a,n/a,St Michael Fitzroy,Harbour,6.9,n/a
993,1960,stable,Mar y Fix,Mississauga,6.8,5.2
993,191,stable,Ange-Gabriel,Mississauga,6.8,8.1
993,2044,declining,Adelaide Hoodless,Hamilton,6.8,5.1
993,228,stable,St Anne Richmond,Hill,6.8,8.0
993,n/a,n/a,Cathedral,Pembroke,6.8,n/a
993,296,stable,St Mark's Stoney,Creek,6.8,7.8
993,n/a,n/a,Greensville,Dundas,6.8,n/a
993,420,stable,St James Seafor,th,6.8,7.6
993,n/a,n/a,Madaniyya Academy,Mississauga,6.8,n/a
993,431,improving,Carleton St.,Catharines,6.8,7.5
993,n/a,n/a,Mamawi,Nepean,6.8,n/a
993,469,stable,St James,Maple,6.8,7.5
993,n/a,n/a,Monsignor Leo Clear y Catholic Cour,tice,6.8,n/a
993,478,stable,St Catherine of Siena,London,6.8,7.4
993,n/a,n/a,Ogden,Toronto,6.8,n/a
993,493,stable,St John the Baptist Belle,River,6.8,7.4
993,n/a,n/a,Our Lady of Hope,Binbrook,6.8,n/a
993,495,stable,Tecumseh,Mississauga,6.8,7.4
993,n/a,n/a,Spring Valley,Ancaster,6.8,n/a
993,512,stable,St Mar tin of Tours Stoney,Creek,6.8,7.4
993,n/a,n/a,Tiger Jeet Singh,Milton,6.8,n/a
993,525,stable,St. Dominic,Cumberland,6.8,7.3
1062,105,improving,Fleming,Scarborough,6.7,8.4
993,531,stable,Glad Park,Stouffville,6.8,7.3
1062,165,stable,Woodroffe Avenue O,ttawa,6.7,8.2
993,547,stable,Lester B Pearson,Waterloo,6.8,7.3
1062,218,stable,Adrienne Clarkson,Nepean,6.7,8.0
993,591,stable,St Peter Canisius,Watford,6.8,7.2
1062,345,stable,G uardian Angels,Hamilton,6.7,7.7
993,591,stable,Westwind,Ottawa,6.8,7.2
1062,443,stable,G lenn G ould,Vaughan,6.7,7.5
993,628,stable,St Andrew,Nepean,6.8,7.2
1062,443,stable,St Luke,Waterloo,6.7,7.5
993,657,stable,Hilson Avenue,Ottawa,6.8,7.1
1062,547,stable,St Alber t of Jerusalem,Mississauga,6.7,7.3
993,657,improving,Notre Dame,Newmarket,6.8,7.1
1062,560,stable,Rose des Vents,Cornwall,6.7,7.3
993,657,stable,Romeo Dallaire,Ajax,6.8,7.1
1062,571,stable,Lexington,Waterloo,6.7,7.2
993,670,stable,Monsignor Paul Baxter,Nepean,6.8,7.1
1062,628,stable,B ernard- G randmaître O,ttawa,6.7,7.2
993,732,stable,Ellen Fairclough,Markham,6.8,7.0
1062,642,stable,Notre Dame,Caledonia,6.7,7.1
993,743,stable,Mère-Élisabeth-Bruyère,Waterloo,6.8,7.0
1062,647,improving,St Thomas More,Ottawa,6.7,7.1
993,744,stable,Algonquin Ridge,Barrie,6.8,7.0
1062,670,improving,SouthFields Village,Caledon,6.7,7.1
993,744,stable,St Lawrence,Toronto,6.8,7.0
1062,670,stable,Taylor Evans G,uelph,6.7,7.1
993,774,stable,Transfiguration of our Lord,Toronto,6.8,7.0
1062,706,stable,B rooklin Village B,rooklin,6.7,7.0
993,791,stable,Bruce T Lindley,Burlington,6.8,6.9
1062,706,stable,Coppard G len,Markham,6.7,7.0
993,820,stable,Terre-des-Jeunes,Ottawa,6.8,6.9
1062,732,stable,St Stephen,Woodbridge,6.7,7.0
993,857,stable,Ormiston,Whitby,6.8,6.8
1062,744,stable,Q uaker Village,Uxbridge,6.7,7.0
993,903,stable,Pierre-Elliott-Trudeau,Toronto,6.8,6.8
1062,756,stable,Our Lady of Peace,Nepean,6.7,7.0
993,933,stable,Malden Central,Amherstburg,6.8,6.7
1062,763,stable,Mountsfield,London,6.7,7.0
993,950,stable,St Joseph,Clinton,6.8,6.7
1062,763,stable,l'Ange - G ardien Nor th Lanc,aster,6.7,7.0
993,962,stable,Bakersfield,Thornhill,6.8,6.7
1062,774,stable,Holy Rosar y,Waterloo,6.7,7.0
993,977,stable,Alexander Muir/Gladstone,Toronto,6.8,6.7
1062,774,stable,Keele Street,Toronto,6.7,7.0
993,1021,stable,Southwold St.,Thomas,6.8,6.6
1062,774,stable,St Veronic a M,ississauga,6.7,7.0
993,1031,stable,Prince of Wales St.,Catharines,6.8,6.6
1062,804,stable,Anne J. MacAr thur,Milton,6.7,6.9
993,1051,stable,Regina Mundi,Hamilton,6.8,6.6
1062,813,stable,Tiffany Hills Anc,aster,6.7,6.9
993,1070,stable,Edna Staebler,Waterloo,6.8,6.5
1062,832,stable,St Elizabeth Seton,Pickering,6.7,6.9
993,1097,stable,Sacred Hear t,Sarnia,6.8,6.5
1062,857,stable,D iscover y,Maple,6.7,6.8
993,1111,stable,Cherr y wood Acres Niagara,Falls,6.8,6.5
1062,890,stable,Our Lady of Lourdes,Delaware,6.7,6.8
993,1111,stable,St Marguerite d'Youville,Ottawa,6.8,6.5
1062,903,stable,Holy Family B,olton,6.7,6.8
993,1137,stable,St Charles Garnier,Mississauga,6.8,6.5
1062,903,stable,Our Lady of Good Counsel,Sharon,6.7,6.8
1062,921,stable,Red Maple Richmond,Hill,6.7,6.7
1137,732,stable,St Joseph The Worker,Thornhill,6.6,7.0
1062,921,stable,St James,Oakville,6.7,6.7
1137,824,stable,St Rober t Nor th,York,6.6,6.9
1062,933,stable,Highland Creek West,Hill,6.7,6.7
1137,857,stable,S aint-Jean- de -Lalande,Toronto,6.6,6.8
1062,962,stable,Dr. David Suzuki,Windsor,6.7,6.7
1137,890,improving,Perc y P McCallum,Windsor,6.6,6.8
1062,977,stable,Holy Cross Thunder,Bay,6.7,6.7
1137,903,stable,Vaughan Willard,Pickering,6.6,6.8
1062,994,stable,Joseph A Gibson,Maple,6.7,6.6
1137,950,stable,Notre Dame,Windsor,6.6,6.7
1062,994,stable,Primrose,Mulmur,6.7,6.6
1137,950,stable,St Marguerite d'Youville,Hamilton,6.6,6.7
1062,1031,stable,Forest Glen New,Hamburg,6.7,6.6
1137,977,stable,E J Sand,Thornhill,6.6,6.7
1062,1070,stable,Mono -Amaranth,Mono,6.7,6.5
1137,977,stable,Mar tin Street M,ilton,6.6,6.7
1062,1070,stable,Sir Edgar Bauer,Waterloo,6.7,6.5
1137,977,stable,S A Cawker Por t Perr,y,6.6,6.7
1062,1097,stable,Clarksdale B,urlington,6.7,6.5
1137,977,stable,St B oniface S c,arborough,6.6,6.7
1062,1111,stable,des Pionniers O,rléans,6.7,6.5
1137,977,stable,St Catherine of Siena,Woodbridge,6.6,6.7
1062,1167,stable,Montfor t O,ttawa,6.7,6.4
1137,994,stable,Annunciation,Toronto,6.6,6.6
1062,1229,stable,Fallingbrook O,rleans,6.7,6.3
1137,1031,stable,Duke of Connaught,Toronto,6.6,6.6
1062,1229,stable,St J ulia M,ississauga,6.7,6.3
1137,1031,stable,St Gabriel the Archangel,Woodbridge,6.6,6.6
1062,1249,stable,D rif t wood Park,Kitchener,6.7,6.3
1137,1070,stable,Alexander S udbur,y,6.6,6.5
1062,1251,stable,Our Lady of Providence,Brampton,6.7,6.3
1137,1070,stable,St Paul B,urlington,6.6,6.5
1062,1251,stable,St Josephs,Hamilton,6.7,6.3
1137,1097,stable,John B lack,Fergus,6.6,6.5
1062,1296,stable,Banting and Best,Scarborough,6.7,6.3
1137,1097,stable,Pope John Paul II,Bolton,6.6,6.5
1062,1311,stable,Island Lake O,rangeville,6.7,6.3
1137,1111,stable,St Marks B,urlington,6.6,6.5
1062,1311,stable,Lakeshore D iscover y Emer y,ville,6.7,6.3
1137,1137,stable,Chemong B ridgenor,th,6.6,6.5
1062,1407,stable,Castle Oaks B,rampton,6.7,6.1
1137,1137,stable,Jean-Paul II,Whitby,6.6,6.5
1062,1407,stable,Sir Ernest Macmillan,Burlington,6.7,6.1
1137,1153,stable,H G Bernard Richmond,Hill,6.6,6.4
1062,1421,stable,St Clement St.,Clements,6.7,6.1
1137,1162,stable,Pierre Elliott Trudeau,Oshawa,6.6,6.4
1062,1452,stable,Charles B owman B,owmanville,6.7,6.1
1137,1162,stable,St Mar tin de Porres,Kanata,6.6,6.4
1062,1536,stable,Rolling Meadows B,urlington,6.7,6.0
1137,1180,stable,Charlottetown S c,arborough,6.6,6.4
1062,1557,stable,Cardinal Leger,Toronto,6.7,5.9
1137,1211,stable,Charles C McLean Gore,Bay,6.6,6.4
1062,1569,stable,St Ursula,Toronto,6.7,5.9
1137,1251,declining,Silverheights,Cambridge,6.6,6.3
1062,1597,declining,Woodville,Woodville,6.7,5.9
1137,1280,stable,St Mar tin S,mithville,6.6,6.3
1062,1607,stable,B lessed Margherita,Toronto,6.7,5.9
1137,1311,stable,Ellesmere -Statton,Toronto,6.6,6.3
1062,1676,stable,St M ichaels,Hamilton,6.7,5.7
1137,1344,declining,Georges Vanier,Brampton,6.6,6.2
1062,1799,declining,Orono,Orono,6.7,5.5
1137,1344,stable,St Vincent de Paul,Cambridge,6.6,6.2
1062,1811,stable,Valleyfield,Etobicoke,6.7,5.5
1137,1380,stable,Vincent Massey Nor th,Bay,6.6,6.2
1062,1829,declining,Copper Cliff Copper,Cliff,6.7,5.5
1137,1439,stable,The Water front,Toronto,6.6,6.1
1062,1882,stable,Huntsville,Huntsville,6.7,5.3
1137,1469,declining,St Paul Nor,wood,6.6,6.1
1062,2196,declining,Dawnview,Hanover,6.7,4.7
1137,1515,stable,B eckwith Carleton,Place,6.6,6.0
1062,2241,declining,Lionel-Gauthier,Timmins,6.7,4.6
1137,1536,stable,River view Central Por t,Lambton,6.6,6.0
1062,2379,stable,Meadowlane,Kitchener,6.7,4.3
1137,1572,declining,Saint-Viateur,Limoges,6.6,5.9
1062,n/a,n/a,Assiginack,Manitowaning,6.7,n/a
1137,1622,stable,Monck B,racebridge,6.6,5.8
1062,n/a,n/a,Eramosa,Rockwood,6.7,n/a
1137,1650,stable,St Bernard of Clair vaux Water,ford,6.6,5.8
1062,n/a,n/a,St Florence Catholic,Toronto,6.7,n/a
1137,1662,stable,St Alphonsus,Toronto,6.6,5.8
1062,n/a,n/a,St Matthew,Unionville,6.7,n/a
1137,1662,stable,du S acré - Coeur,Toronto,6.6,5.8
1062,n/a,n/a,St Vincent de Paul Separate,Mississauga,6.7,n/a
1137,1706,stable,St Mar y's B,arrie,6.6,5.7
1137,180,improving,Pleasantville Richmond,Hill,6.6,8.1
1137,1722,stable,St Patrick Niagara,Falls,6.6,5.7
1137,355,stable,West Oak,Oakville,6.6,7.7
1137,1743,declining,Viscount Montgomer y,Hamilton,6.6,5.6
1137,427,stable,D ivine Merc y M,ississauga,6.6,7.5
1137,1847,stable,S aint-Edmond,Windsor,6.6,5.4
1137,443,improving,Saint-François-d'Assise,Ottawa,6.6,7.5
1137,1882,stable,H J Lassaline,Windsor,6.6,5.3
1137,484,stable,Steve MacLean G,loucester,6.6,7.4
1137,1900,stable,S acred Hear t,Marmora,6.6,5.3
1137,519,stable,San Lorenzo Ruiz,Mississauga,6.6,7.4
1137,2010,declining,Brant Avenue,Guelph,6.6,5.2
1137,561,stable,G uardian Angels M,ilton,6.6,7.3
1137,2087,stable,Q ueensdale,Hamilton,6.6,5.0
1137,571,stable,Kedron,Oshawa,6.6,7.2
1137,2119,stable,Ekcoe Central G,lencoe,6.6,4.9
1137,571,stable,S enator G ibson B,eamsville,6.6,7.2
1137,2196,stable,Stella Maris,Toronto,6.6,4.7
1137,571,stable,da Vinci,Ajax,6.6,7.2
1137,2252,stable,Redwood Acres,Hanmer,6.6,4.6
1137,670,stable,S pencer Avenue O,rangeville,6.6,7.1
1137,n/a,n/a,Greenbank,Greenbank,6.6,n/a
1137,694,stable,Bright's Grove Bright's,Grove,6.6,7.1
1137,n/a,n/a,Holy Rosar y Catholic,Thorold,6.6,n/a
1137,703,stable,Palermo,Oakville,6.6,7.1
1137,n/a,n/a,St Charles Sep S,Glencoe,6.6,n/a
1137,706,stable,Nottingham,Ajax,6.6,7.0
1137,n/a,n/a,St. Angela Merici,Chatham,6.6,n/a
1137,706,stable,St John Fisher,Forest,6.6,7.0
1210,402,stable,St Angela Merici,Woodbridge,6.5,7.6
1210,404,stable,St Leonard,Manotick,6.5,7.6
1210,1894,stable,Lynndale Heights S,imcoe,6.5,5.3
1210,436,stable,Sixteenth Avenue Richmond,Hill,6.5,7.5
1210,2032,stable,G olf Road S c,arborough,6.5,5.1
1210,488,improving,E I McCulley St.,Catharines,6.5,7.4
1210,2054,stable,Vic toria Terrace,Fergus,6.5,5.0
1210,495,stable,Lanc aster D rive,Kingston,6.5,7.4
1210,2124,stable,Valley Way Niagara,Falls,6.5,4.9
1210,525,stable,St Joseph's,Arnprior,6.5,7.3
1210,2285,stable,Teeter ville Teeter,ville,6.5,4.6
1210,547,improving,Jack Donohue,Kanata,6.5,7.3
1210,2421,stable,Tamwor th Tamwor,th,6.5,4.1
1210,657,stable,St Joseph's S,imcoe,6.5,7.1
1210,n/a,n/a,Huron Heights,Kincardine,6.5,n/a
1210,706,stable,Walnut G rove B,rampton,6.5,7.0
1210,n/a,n/a,MAC Maple Grove,Kitchener,6.5,n/a
1210,727,stable,B rookdale,Oakville,6.5,7.0
1210,n/a,n/a,Massassaga-Rednersville,Belleville,6.5,n/a
1210,732,stable,St John Chr ysostom,Newmarket,6.5,7.0
1210,n/a,n/a,Pierre Elliott Trudeau FI St.,Thomas,6.5,n/a
1210,744,stable,St M ichael G,uelph,6.5,7.0
1210,n/a,n/a,St Paul Catholic,Kingston,6.5,n/a
1210,755,stable,Nor th B endale S c,arborough,6.5,7.0
1210,n/a,n/a,Sturgeon Creek,Barwick,6.5,n/a
1210,791,stable,Holy Rosar y M,ilton,6.5,6.9
1282,412,improving,St Mar y of the Angels,Toronto,6.4,7.6
1210,846,stable,Winchester B,rooklin,6.5,6.8
1282,495,stable,Elgin Street O,ttawa,6.4,7.4
1210,856,stable,Chris Hadfield B,radford,6.5,6.8
1282,532,improving,Ingleborough,Brampton,6.4,7.3
1210,857,stable,B lessed S acrament,Hamilton,6.5,6.8
1282,615,stable,Our Lady of Peace Stoney,Creek,6.4,7.2
1210,857,improving,Holy Trinity,Guelph,6.5,6.8
1282,628,stable,Westcreek,Pickering,6.4,7.2
1210,890,stable,S ir William Osler D,undas,6.5,6.8
1282,639,stable,Armour Heights Nor th,York,6.4,7.1
1210,903,stable,Our Lady of Grace,Aurora,6.5,6.8
1282,647,stable,Kimberley,Toronto,6.4,7.1
1210,933,stable,Meadow vale S c,arborough,6.5,6.7
1282,654,stable,Alexmuir S c,arborough,6.4,7.1
1210,933,stable,R ichmond Street,Thorold,6.5,6.7
1282,703,stable,MacKenzie King,Kitchener,6.4,7.1
1210,977,stable,Anson S Taylor S c,arborough,6.5,6.7
1282,727,improving,Valley Farm,Pickering,6.4,7.0
1210,977,stable,Edmison Heights,Peterborough,6.5,6.7
1282,744,improving,White Haven,Scarborough,6.4,7.0
1210,992,stable,Queen of Heaven,Milton,6.5,6.6
1282,820,stable,Nor thern Lights,Aurora,6.4,6.9
1210,1011,stable,Cedarbrook S c,arborough,6.5,6.6
1282,824,stable,Fr Fenelon,Pickering,6.4,6.9
1210,1031,stable,Ange - G abriel B,rockville,6.5,6.6
1282,846,stable,Rober t Munsch,Whitby,6.4,6.8
1210,1031,stable,S pringfield M,ississauga,6.5,6.6
1282,857,stable,Little Rouge,Markham,6.4,6.8
1210,1054,stable,Hon Earl Rowe,Bradford,6.5,6.6
1282,879,stable,S aint-Nicolas M,ilton,6.4,6.8
1210,1054,stable,Mother Teresa B,radford,6.5,6.6
1282,921,improving,Mountain Ash,Brampton,6.4,6.7
1210,1070,stable,G ood Shepherd B,rampton,6.5,6.5
1282,933,stable,Holy Family,Paris,6.4,6.7
1210,1070,stable,McNab,Arnprior,6.5,6.5
1282,960,stable,G lenc airn,Kitchener,6.4,6.7
1210,1070,stable,Mother Teresa Cour,tice,6.5,6.5
1282,962,stable,R iver Oaks,Oakville,6.4,6.7
1210,1097,stable,L'Harmonie,Waterloo,6.5,6.5
1282,977,stable,Naismith Memorial,Almonte,6.4,6.7
1210,1111,stable,S outh D orchester B,elmont,6.5,6.5
1282,994,stable,Jeanne S auvé,Stratford,6.4,6.6
1210,1129,stable,Churchill Alternative O,ttawa,6.5,6.5
1282,1070,stable,Cataraqui Woods,Kingston,6.4,6.5
1210,1153,stable,D ublin Heights Nor th,York,6.5,6.4
1282,1090,stable,S acred Hear t,Toronto,6.4,6.5
1210,1153,stable,S ainte -K ateri O,ttawa,6.5,6.4
1282,1091,stable,Exeter,Exeter,6.4,6.5
1210,1167,stable,B aden B,aden,6.5,6.4
1282,1180,stable,Corpus Christi M,ississauga,6.4,6.4
1210,1180,stable,B lue Willow,Woodbridge,6.5,6.4
1282,1191,stable,James Robinson,Markham,6.4,6.4
1210,1212,stable,Wellesley,Wellesley,6.5,6.4
1282,1191,stable,Trillium Woods B,arrie,6.4,6.4
1210,1229,stable,Jeanne -S auvé O,rléans,6.5,6.3
1282,1212,stable,The Good Shepherd,Barrie,6.4,6.4
1210,1296,stable,Our Lady of Lourdes,Toronto,6.5,6.3
1282,1229,stable,Horizon-Jeunesse,Vanier,6.4,6.3
1210,1354,stable,St Anne,Kitchener,6.5,6.2
1282,1229,stable,St Hilar y M,ississauga,6.4,6.3
1210,1354,stable,St B rigid,Stouffville,6.5,6.2
1282,1249,stable,West vale,Waterloo,6.4,6.3
1210,1421,stable,St S imon Nor th,York,6.5,6.1
1282,1251,stable,G ulfstream Nor th,York,6.4,6.3
1210,1451,stable,Ross,Welland,6.5,6.1
1282,1280,stable,B ishop S c alabrini M,ississauga,6.4,6.3
1210,1482,declining,Dolson,Brampton,6.5,6.0
1282,1280,stable,Herb Campbell,Inglewood,6.4,6.3
1210,1506,stable,Jeanne -Lajoie,Pembroke,6.5,6.0
1282,1311,stable,La Pommeraie,London,6.4,6.3
1210,1515,stable,St Marguerite d'Youville,London,6.5,6.0
1282,1332,stable,B lessed K ateri Tek akwitha O,rleans,6.4,6.2
1210,1515,stable,Victoria Cross Mount,Forest,6.5,6.0
1282,1332,stable,St B rendan,Stouffville,6.4,6.2
1210,1532,stable,Holy Cross O,ttawa,6.5,6.0
1282,1452,stable,D onwood Park S c,arborough,6.4,6.1
1210,1569,stable,Holy Redeemer K,anata,6.5,5.9
1282,1515,stable,S ainte -B ernadette G,loucester,6.4,6.0
1210,1609,stable,Mother Teresa Walker,ton,6.5,5.8
1282,1524,stable,St B ernadette,Ajax,6.4,6.0
1210,1695,stable,Per th Avenue,Toronto,6.5,5.7
1282,1557,stable,St Monic a B,rampton,6.4,5.9
1210,1755,stable,Rosedale S,arnia,6.5,5.6
1282,1565,stable,Sts Peter & Paul,Hamilton,6.4,5.9
1210,1780,declining,Paris Central,Paris,6.5,5.6
1282,1597,stable,Kars on the Rideau,Kars,6.4,5.9
1210,1811,stable,Our Lady of Perpetual Help,Windsor,6.5,5.5
1282,1597,stable,Princess Anne,Ingersoll,6.4,5.9
1210,1826,stable,Holy Family Sault Ste.,Marie,6.5,5.5
1282,1609,stable,Woodland Park,Cambridge,6.4,5.8
1210,1871,stable,St Therese Por t,Colborne,6.5,5.4
1282,1624,stable,Applecrof t,Ajax,6.4,5.8
1282,1676,stable,St Josephs D r,yden,6.4,5.7
1348,1354,stable,Blessed Teresa of Calcutta,Mississauga,6.3,6.2
1282,1686,stable,Herman Street,Petawawa,6.4,5.7
1348,1354,stable,St G abriel B,urlington,6.3,6.2
1282,1731,stable,Regina Mundi,Toronto,6.4,5.6
1348,1371,stable,S acred Hear t G,uelph,6.3,6.2
1282,1783,stable,Hillcrest,Petrolia,6.4,5.5
1348,1380,stable,Dr G J MacGillivray Cour,tice,6.3,6.2
1282,1811,stable,St Augustine,Toronto,6.4,5.5
1348,1380,stable,St Anthony St.,Catharines,6.3,6.2
1282,1831,stable,Caldwell Street Carleton,Place,6.4,5.5
1348,1407,stable,Countr yside Village B,rampton,6.3,6.1
1282,1951,stable,St Mar y's G,oderich,6.4,5.2
1348,1407,stable,James Morden Niagara,Falls,6.3,6.1
1282,1962,stable,St Mar y,Campbellford,6.4,5.2
1348,1407,stable,l'O dyssée O,rléans,6.3,6.1
1282,1983,stable,Tec umseh,London,6.4,5.2
1348,1439,stable,Hepwor th Central Hepwor,th,6.3,6.1
1282,2176,stable,Polson Park,Kingston,6.4,4.8
1348,1452,stable,Precious B lood,Toronto,6.3,6.1
1282,2176,stable,St James,Ajax,6.4,4.8
1348,1463,stable,Hugh B eaton,Windsor,6.3,6.1
1282,2196,stable,Heritage,Navan,6.4,4.7
1348,1469,stable,Woburn S c,arborough,6.3,6.1
1282,2379,stable,Englehar t Englehar,t,6.4,4.3
1348,1482,stable,James R Henderson,Kingston,6.3,6.0
1282,n/a,n/a,Harvest Hills,Bradford,6.4,n/a
1348,1506,stable,St Eugenes,Hamilton,6.3,6.0
1282,n/a,n/a,Jeanne-Sauvé PS,London,6.4,n/a
1348,1529,stable,St Cecilia B,rampton,6.3,6.0
1282,n/a,n/a,Macklin,Scarborough,6.4,n/a
1348,1566,stable,S aint-Vic tor,Alfred,6.3,5.9
1282,n/a,n/a,Our Lady of Peace,Toronto,6.4,n/a
1348,1597,stable,Immac ulate Conception,Woodbridge,6.3,5.9
1282,n/a,n/a,St John the Evangelist,Whitby,6.4,n/a
1348,1635,stable,Little Current Little,Current,6.3,5.8
1282,n/a,n/a,Viola Desmond,Milton,6.4,n/a
1348,1650,stable,Sir John A Macdonald,Pickering,6.3,5.8
1348,149,stable,Cedar vale,York,6.3,8.2
1348,1650,stable,S pruce G len,Huntsville,6.3,5.8
1348,249,stable,Iona,Williamstown,6.3,7.9
1348,1676,stable,Humphrey Central S,eguin,6.3,5.7
1348,345,stable,Frankland,Toronto,6.3,7.7
1348,1706,stable,Cour tice Nor th Cour,tice,6.3,5.7
1348,604,improving,St Paul Stoney,Creek,6.3,7.2
1348,1731,stable,James Culnan,Toronto,6.3,5.6
1348,615,stable,C H Nor ton,Burlington,6.3,7.2
1348,1755,stable,Immac ulée - Conception St.,Catharines,6.3,5.6
1348,670,improving,All Saints,Etobicoke,6.3,7.1
1348,1809,declining,St Helen,Toronto,6.3,5.5
1348,694,stable,M ichaëlle -Jean B,arrhaven,6.3,7.1
1348,1995,stable,John G alt G,uelph,6.3,5.2
1348,694,improving,Nor th Preparator y,Toronto,6.3,7.1
1348,2012,stable,Notre Dame B,rantford,6.3,5.1
1348,727,stable,B rigadoon,Kitchener,6.3,7.0
1348,2209,stable,G raf ton G raf,ton,6.3,4.7
1348,774,stable,Fred A Hamilton,Guelph,6.3,7.0
1348,2209,stable,Holbrook,Hamilton,6.3,4.7
1348,791,improving,Great Lakes,Brampton,6.3,6.9
1348,2489,stable,Storrington B,attersea,6.3,3.9
1348,804,stable,Hyde Park B,arrie,6.3,6.9
1348,2583,stable,Lord Strathcona,Kingston,6.3,3.5
1348,820,stable,G ivins/Shaw,Toronto,6.3,6.9
1348,n/a,n/a,Guelph Lake,Guelph,6.3,n/a
1348,857,improving,Empire,Waterloo,6.3,6.8
1348,n/a,n/a,Kensal Park PS,London,6.3,n/a
1348,890,stable,Princess Elizabeth,Welland,6.3,6.8
1348,n/a,n/a,McGillivray Central Ailsa,Craig,6.3,n/a
1348,903,stable,Our Lady of Fatima,Woodbridge,6.3,6.8
1348,n/a,n/a,St Mary,Welland,6.3,n/a
1348,962,stable,Cité -Jeunesse,Trenton,6.3,6.7
1348,n/a,n/a,St. Evan,Caledon,6.3,n/a
1348,994,stable,Blessed Pope John Paull II,Brooklin,6.3,6.6
1348,n/a,n/a,The Grove Community S,Toronto,6.3,n/a
1348,994,improving,Harriet Tubman St.,Catharines,6.3,6.6
1426,224,improving,Brookmill Boulevard,Scarborough,6.2,8.0
1348,1011,stable,Mother Teresa,Hamilton,6.3,6.6
1426,315,improving,Nor th Cavan,Cavan,6.2,7.8
1348,1011,stable,St Francis of Assisi,Petawawa,6.3,6.6
1426,461,stable,Davisville,Toronto,6.2,7.5
1348,1025,stable,B lair R idge,Whitby,6.3,6.6
1426,469,improving,Orde Street,Toronto,6.2,7.5
1348,1054,stable,Tom Thomson B,urlington,6.3,6.6
1426,469,stable,West Preparator y,Toronto,6.2,7.5
1348,1097,stable,Elizabeth Z iegler,Waterloo,6.3,6.5
1426,524,stable,Paul A Fisher,Burlington,6.2,7.3
1348,1097,stable,St Teresa of Avila,Elmira,6.3,6.5
1426,647,stable,St Augustine,Cambridge,6.2,7.1
1348,1111,stable,Elora,Elora,6.3,6.5
1426,706,stable,St. Joseph,Toledo,6.2,7.0
1348,1111,stable,Lester B Pearson,Ajax,6.3,6.5
1426,732,improving,Our Lady of Providence,Brantford,6.2,7.0
1348,1129,stable,Elisabeth-B ruyère K,anata,6.3,6.5
1426,774,improving,Mount Royal,Brampton,6.2,7.0
1348,1137,stable,St Matthew B,inbrook,6.3,6.5
1426,804,stable,Mother Teresa,Ajax,6.2,6.9
1348,1212,stable,G roh,Kitchener,6.3,6.4
1426,857,stable,Vradenburg S c,arborough,6.2,6.8
1348,1229,stable,Fair view B,rantford,6.3,6.3
1426,879,improving,Nor thpor t Por t,Elgin,6.2,6.8
1348,1229,stable,Valley view Central Ilder,ton,6.3,6.3
1426,890,improving,Maple Creek,Maple,6.2,6.8
1348,1251,stable,Monseigneur Augustin Caron,LaSalle,6.3,6.3
1426,890,stable,Shaughnessy Nor th,York,6.2,6.8
1348,1251,stable,Our Lady of Mount Carmel Niagara,Falls,6.3,6.3
1426,962,stable,P. L. Rober tson,Milton,6.2,6.7
1348,1251,stable,St Mar y G,loucester,6.3,6.3
1426,994,stable,St Catherine of Alexandria,Georgetown,6.2,6.6
